"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-20","6.04",,"0.00","0.0","0.0",,"33","22",,"  360","  290","12.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-21","2.91",,"0.00","0.0","0.0",,"35","23",,"   20","   10","13.0","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-22","4.70",,"0.00","0.0","0.0",,"46","30",,"  220","  230","14.1","21.0",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-23","4.70",,"0.00","0.0","0.0",,"57","41",,"  240","  240","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-24","5.82",,"0.00","0.0","0.0",,"47","36",,"  360","   30","15.0","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-25","3.58",,"0.00","0.0","0.0",,"47","32",,"  220","  230","8.9","14.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-26","5.82",,"0.00","0.0","0.0",,"46","36",,"   50","   60","13.0","17.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-27","4.47",,"0.00","0.0","0.0",,"54","46",,"  250","  210","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-28","4.03",,"0.00","0.0","0.0",,"51","43",,"  300","  290","10.1","18.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-29","4.92",,"0.25","0.0","0.0",,"44","39",,"   90","   80","10.1","13.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-30","12.75",,"0.74","0.0","0.0",,"41","37",,"   70","   60","25.1","38.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-31","5.14",,"0.02","0.0","0.0",,"45","36",,"   40","   30","16.1","23.9","    1",,,,,
